contig_id,index,pos,proteins,origin,order,family,genus,pos_cluster,pos_clusters,membership,pos_cluster_mbship,predicted_genus,predicted_family,predicted_order
Mycobacterium~phage~Phlyer,1239,1239,105,RefSeq-85,Caudovirales,Siphoviridae,,37,,1.0,37.0,Pipefishvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Phrann,1240,1240,67,RefSeq-85,Caudovirales,Siphoviridae,Redivirus,32,,1.0,32.0,Redivirus,Siphoviridae,Caudovirales
Mycobacterium~phage~PhrostyMug,1241,1241,97,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Phrux,1242,1242,141,RefSeq-85,Caudovirales,Siphoviridae,,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Pinto,1243,1243,87,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Pioneer,1244,1244,99,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Pipefish,1245,1245,102,RefSeq-85,Caudovirales,Siphoviridae,Pipefishvirus,37,,1.0,37.0,Pipefishvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Piro94,1246,1246,94,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Pleione,1247,1247,238,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus,218,,1.0,218.0,Bxz1virus,Myoviridae,Caudovirales
Mycobacterium~phage~PopTart,1248,1248,95,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Pops,1249,1249,99,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Predator,1250,1250,92,RefSeq-85,Caudovirales,Siphoviridae,Barnyardvirus,205,,1.0,205.0,Barnyardvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Quico,1251,1251,112,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Quink,1252,1252,151,RefSeq-85,Caudovirales,Siphoviridae,,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Qyrzula,1253,1253,81,RefSeq-85,Caudovirales,Siphoviridae,Rosebushvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~phage~RedRock,1254,1254,95,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Redi,1255,1255,69,RefSeq-85,Caudovirales,Siphoviridae,Redivirus,32,,1.0,32.0,Redivirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Redno2,1256,1256,231,RefSeq-85,Caudovirales,Siphoviridae,,0,,1.0,0.0,Omegavirus,Siphoviridae,Caudovirales
Mycobacterium~phage~RhynO,1257,1257,73,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~RidgeCB,1258,1258,94,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Rizal,1259,1259,220,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus,218,,1.0,218.0,Bxz1virus,Myoviridae,Caudovirales
Mycobacterium~phage~Rosebush,1260,1260,90,RefSeq-85,Caudovirales,Siphoviridae,Rosebushvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~phage~Rufus,1261,1261,93,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~SWU1,1262,1262,94,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Saal,1263,1263,101,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sarfire,1264,1264,99,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sbash,1265,1265,89,RefSeq-85,Caudovirales,Siphoviridae,Che9cvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~phage~ScottMcG,1266,1266,221,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus,218,,1.0,218.0,Bxz1virus,Myoviridae,Caudovirales
Mycobacterium~phage~Seabiscuit,1267,1267,94,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Seagreen,1268,1268,105,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Serenity,1269,1269,97,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Severus,1270,1270,80,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~ShedlockHolmes,1271,1271,100,RefSeq-85,Caudovirales,Siphoviridae,,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sheen,1272,1272,84,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~ShiVal,1273,1273,101,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Shipwreck,1274,1274,81,,,,,22,,1.0,22.0,Fishburnevirus,Siphoviridae,Caudovirales
Mycobacterium~phage~SiSi,1275,1275,99,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~SkiPole,1276,1276,102,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Smeadley,1277,1277,100,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sneeze,1278,1278,64,,,,,49,,1.0,49.0,Liefievirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Snenia,1279,1279,130,RefSeq-85,Caudovirales,Siphoviridae,,73,,1.0,73.0,Bronvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Solon,1280,1280,86,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Soto,1281,1281,98,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sparkdehlily,1282,1282,111,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Sparky,1283,1283,91,RefSeq-85,Caudovirales,Siphoviridae,,38,,1.0,38.0,Bernal13virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Spud,1284,1284,222,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus,218,,1.0,218.0,Bxz1virus,Myoviridae,Caudovirales
Mycobacterium~phage~Squirty,1285,1285,102,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~phage~Stinger,1286,1286,95,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Suffolk,1287,1287,97,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~SweetiePie,1288,1288,95,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Swirley,1289,1289,87,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Swish,1290,1290,103,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~TM4,1291,1291,89,RefSeq-85,Caudovirales,Siphoviridae,Tm4virus,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Taj,1292,1292,110,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Tasp14,1293,1293,89,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Theia,1294,1294,87,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~TheloniousMonk,1295,1295,90,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Thibault,1296,1296,216,RefSeq-85,Caudovirales,Siphoviridae,Omegavirus,0,,1.0,0.0,Omegavirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Tiffany,1297,1297,89,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Tonenili,1298,1298,258,,,,,218,,1.0,218.0,Bxz1virus,Myoviridae,Caudovirales
Mycobacterium~phage~Toto,1299,1299,140,RefSeq-85,Caudovirales,Siphoviridae,Cjw1virus,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Trike,1300,1300,65,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Trixie,1301,1301,92,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Troll4,1302,1302,84,RefSeq-85,Caudovirales,Siphoviridae,,182,,1.0,182.0,Hawkeyevirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Trouble,1303,1303,94,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Turbido,1304,1304,94,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Turj99,1305,1305,86,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Tweety,1306,1306,109,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~U2,1307,1307,81,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~UncleHowie,1308,1308,98,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~UnionJack,1309,1309,86,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Validus,1310,1310,105,RefSeq-85,Caudovirales,Siphoviridae,,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Velveteen,1311,1311,100,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Vincenzo,1312,1312,98,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Violet,1313,1313,90,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Vista,1314,1314,101,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~VohminGhazi,1315,1315,100,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Vortex,1316,1316,99,RefSeq-85,Caudovirales,Siphoviridae,,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~phage~WIVsmall,1317,1317,83,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~phage~Wanda,1318,1318,240,RefSeq-85,Caudovirales,Siphoviridae,,0,,1.0,0.0,Omegavirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Wee,1319,1319,108,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Wheeler,1320,1320,96,RefSeq-85,Caudovirales,Siphoviridae,,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Whirlwind,1321,1321,128,RefSeq-85,Caudovirales,Siphoviridae,,73,,1.0,73.0,Bronvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Wildcat,1322,1322,148,RefSeq-85,Caudovirales,Siphoviridae,Wildcatvirus,103,,1.0,103.0,Wildcatvirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Wile,1323,1323,85,RefSeq-85,Caudovirales,Siphoviridae,,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~XFactor,1324,1324,95,RefSeq-85,Caudovirales,Siphoviridae,,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~phage~Xeno,1325,1325,69,RefSeq-85,Caudovirales,Siphoviridae,Charlievirus,32,,1.0,32.0,Redivirus,Siphoviridae,Caudovirales
Mycobacterium~phage~Zaka,1326,1326,101,RefSeq-85,Caudovirales,Siphoviridae,,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~phage~ZoeJ,1327,1327,92,RefSeq-85,Caudovirales,Siphoviridae,,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~phage~vB_MapS_FF47,1328,1328,73,RefSeq-85,Caudovirales,Siphoviridae,Ff47virus,83,,1.0,83.0,Ff47virus,Siphoviridae,Caudovirales
Mycobacterium~virus~244,1329,1329,142,RefSeq-85,Caudovirales,Siphoviridae,Cjw1virus,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Acadian,1330,1330,97,RefSeq-85,Caudovirales,Siphoviridae,Acadianvirus,60,,1.0,60.0,Pg1virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Alma,1331,1331,96,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Angelica,1332,1332,94,RefSeq-85,Caudovirales,Siphoviridae,Tm4virus,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Ardmore,1333,1333,87,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Avani,1334,1334,107,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~virus~Babsiella,1335,1335,78,RefSeq-85,Caudovirales,Siphoviridae,Brujitavirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~virus~Bethlehem,1336,1336,87,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Billknuckles,1337,1337,86,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Boomer,1338,1338,105,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Bron,1339,1339,123,RefSeq-85,Caudovirales,Siphoviridae,Bronvirus,73,,1.0,73.0,Bronvirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Brujita,1340,1340,74,RefSeq-85,Caudovirales,Siphoviridae,Brujitavirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~virus~Bruns,1341,1341,96,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Bxb1,1342,1342,86,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Bxz2,1343,1343,86,RefSeq-85,Caudovirales,Siphoviridae,L5virus,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~CJW1,1344,1344,141,RefSeq-85,Caudovirales,Siphoviridae,Cjw1virus,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Che12,1345,1345,98,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Che8,1346,1346,112,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Che9c,1347,1347,84,RefSeq-85,Caudovirales,Siphoviridae,Che9cvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~virus~Che9d,1348,1348,111,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycobacterium~virus~Corndog,1349,1349,122,RefSeq-85,Caudovirales,Siphoviridae,Corndogvirus,27,,1.0,27.0,Corndogvirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Courthouse,1350,1350,241,RefSeq-85,Caudovirales,Siphoviridae,Omegavirus,0,,1.0,0.0,Omegavirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Crimd,1351,1351,95,RefSeq-85,Caudovirales,Siphoviridae,Tm4virus,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~virus~D29,1352,1352,79,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Deadp,1353,1353,106,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Doom,1354,1354,85,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Drago,1355,1355,103,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Euphoria,1356,1356,94,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Faith1,1357,1357,129,RefSeq-85,Caudovirales,Siphoviridae,Bronvirus,73,,1.0,73.0,Bronvirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Fionnbarth,1358,1358,94,RefSeq-85,Caudovirales,Siphoviridae,Tm4virus,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Firecracker,1359,1359,128,RefSeq-85,Caudovirales,Siphoviridae,Corndogvirus,27,,1.0,27.0,Corndogvirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Fruitloop,1360,1360,102,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Gumbie,1361,1361,104,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Halo,1362,1362,64,RefSeq-85,Caudovirales,Siphoviridae,Liefievirus,49,,1.0,49.0,Liefievirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Jasper,1363,1363,94,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~KBG,1364,1364,89,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Kostya,1365,1365,143,RefSeq-85,Caudovirales,Siphoviridae,Cjw1virus,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Kugel,1366,1366,95,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~L5,1367,1367,90,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Larva,1368,1368,97,RefSeq-85,Caudovirales,Siphoviridae,Tm4virus,63,,1.0,63.0,Tm4virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Liefie,1369,1369,61,RefSeq-85,Caudovirales,Siphoviridae,Liefievirus,49,,1.0,49.0,Liefievirus,Siphoviridae,Caudovirales
Mycobacterium~virus~Llij,1370,1370,100,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Lockley,1371,1371,90,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Omega,1372,1372,237,RefSeq-85,Caudovirales,Siphoviridae,Omegavirus,0,,1.0,0.0,Omegavirus,Siphoviridae,Caudovirales
Mycobacterium~virus~PMC,1373,1373,104,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Pacc40,1374,1374,101,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Peaches,1375,1375,86,RefSeq-85,Caudovirales,Siphoviridae,L5virus,1,,1.0,1.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Perseus,1376,1376,92,RefSeq-85,Caudovirales,Siphoviridae,L5virus,2,,1.0,2.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Porky,1377,1377,147,RefSeq-85,Caudovirales,Siphoviridae,Cjw1virus,61,,1.0,61.0,Cjw1virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Pukovnik,1378,1378,88,RefSeq-85,Caudovirales,Siphoviridae,L5virus,18,,1.0,18.0,L5virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Ramsey,1379,1379,108,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycobacterium~virus~Rumpelstiltskin,1380,1380,110,RefSeq-85,Caudovirales,Siphoviridae,Bronvirus,73,,1.0,73.0,Bronvirus,Siphoviridae,Caudovirales
Mycobacterium~virus~SG4,1381,1381,105,RefSeq-85,Caudovirales,Siphoviridae,Che8virus,16,,1.0,16.0,Che8virus,Siphoviridae,Caudovirales
Mycoplasma~phage~MAV1,1382,1382,15,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycoplasma~phage~phiMFV1,1383,1383,2,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Mycoplasma~virus~P1,1384,1384,11,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Myxococcus~phage~Mx8,1385,1385,86,RefSeq-85,Caudovirales,Podoviridae,,127,,1.0,127.0,Non affiliated,Podoviridae,Caudovirales
Natrialba~phage~PhiCh1,1386,1386,98,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Nitrincola~phage~1M3-16,1387,1387,144,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Nocardia~phage~NBR1,1388,1388,68,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Nonlabens~phage~P12024L,1389,1389,58,RefSeq-85,Caudovirales,Siphoviridae,P12024virus,674,,1.0,674.0,P12024virus,Siphoviridae,Caudovirales
Nonlabens~phage~P12024S,1390,1390,59,RefSeq-85,Caudovirales,Siphoviridae,P12024virus,674,,1.0,674.0,P12024virus,Siphoviridae,Caudovirales
Oenococcus~phage~phi9805,1391,1391,55,,,,,157,,1.0,157.0,Non affiliated,Non affiliated,Non affiliated
Oenococcus~phage~phiS11,1392,1392,59,,,,,157,,1.0,157.0,Non affiliated,Non affiliated,Non affiliated
Oenococcus~phage~phiS13,1393,1393,54,,,,,157,,1.0,157.0,Non affiliated,Non affiliated,Non affiliated
Paenibacillus~phage~Diva,1394,1394,60,RefSeq-85,Caudovirales,Siphoviridae,Sitaravirus,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~Fern,1395,1395,68,RefSeq-85,Caudovirales,Siphoviridae,Sitaravirus,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~HB10c2,1396,1396,56,RefSeq-85,Caudovirales,Siphoviridae,Sitaravirus,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~Harrison,1397,1397,84,RefSeq-85,Caudovirales,Siphoviridae,Harrisonvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Paenibacillus~phage~PG1,1398,1398,67,RefSeq-85,Caudovirales,Siphoviridae,,574,,1.0,574.0,Non affiliated,Siphoviridae,Caudovirales
Paenibacillus~phage~Rani,1399,1399,61,RefSeq-85,Caudovirales,Siphoviridae,Sitaravirus,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~Sitara,1400,1400,74,RefSeq-85,Caudovirales,Siphoviridae,Sitaravirus,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~Tripp,1401,1401,92,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Paenibacillus~phage~Vegas,1402,1402,86,RefSeq-85,Caudovirales,Siphoviridae,Vegasvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Paenibacillus~phage~Xenia,1403,1403,77,RefSeq-85,Caudovirales,Siphoviridae,,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Paenibacillus~phage~phiIBB_Pl23,1404,1404,68,RefSeq-85,Caudovirales,,,180,,1.0,180.0,Sitaravirus,Siphoviridae,Caudovirales
Pantoea~phage~LIMElight,1405,1405,55,RefSeq-85,Caudovirales,Podoviridae,Phikmvvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Pantoea~phage~LIMEzero,1406,1406,57,RefSeq-85,Caudovirales,Podoviridae,Phikmvvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Parabacteroides~phage~YZ-2015a,1407,1407,6,RefSeq-85,,Microviridae,,539,,1.0,539.0,Non affiliated,Microviridae,Non affiliated
